Title,Description,Source,Published At,URL
Retail outages drag into second week after Blue Yonder ransomware attack,"A ransomware attack on supply chain software giant Blue Yonder continues to cause disruption to the company’s customers, almost two weeks after the outage first began.
In a brief update to its cybersecurity incident page on Sunday, Arizona-based Blue Yonder s…",Biztoc.com,2024-12-02T12:49:29Z,https://biztoc.com/x/1228f8d64640ccd9
UN draft resolution on agriculture expresses concerns over higher fertiliser costs,"It highlights the adverse effects of volatile food prices, rising agricultural input costs, and disrupted supply chains, particularly on developing countries",BusinessLine,2024-12-12T03:28:58Z,https://www.thehindubusinessline.com/economy/agri-business/un-draft-resolution-on-agriculture-expresses-concerns-over-higher-fertiliser-costs/article68974112.ece
New Impinj Research Reveals Top Headaches for Supply Chain Managers for 2025,New Impinj Research Reveals Top Headaches for Supply Chain Managers for 2025,Investing.com,2024-12-11T13:16:05Z,https://www.investing.com/news/press-releases/new-impinj-research-reveals-top-headaches-for-supply-chain-managers-for-2025-93CH-3766276
"War and disruption should be avoided, global priority to restore normalcy: FM Sitharaman","Finance Minister Nirmala Sitharaman said it has led to supply chain disruptions, and inflation is the biggest challenge globally",Business Today,2024-12-11T07:29:03Z,https://www.businesstoday.in/latest/economy/story/war-and-disruption-should-be-avoided-global-priority-to-restore-normalcy-fm-sitharaman-456941-2024-12-11
Best Mutual Fund Races To Top With Some Offbeat Stock Picks,Research is the X factor that powers Janus Henderson Global Research Fund to benchmark-beating returns and into a best mutual fund.,Investor's Business Daily,2024-12-06T12:00:52Z,https://www.investors.com/etfs-and-funds/mutual-funds/best-mutual-fund-races-to-top-with-some-offbeat-stock-picks/
Man found with £2.5m of cocaine after police chase,Dylan Nicol drove at up to 120mph on the A90 and Kingsway West in Dundee as he tried to evade police.,BBC News,2024-11-22T15:16:08Z,https://www.bbc.com/news/articles/cjdlg4rpjpro
Indian businesses shouldn't be excessively dependent on one supply chain: Jaishankar on trade with China,"External Affairs Minister S Jaishankar cautioned Indian businesses against over-reliance on China's supply chain, emphasizing the need for a balanced approach. While acknowledging the reality of China's manufacturing dominance, he stressed the importance of s…",The Times of India,2024-12-05T16:36:46Z,https://economictimes.indiatimes.com/news/india/indian-businesses-shouldnt-be-excessively-dependent-on-one-supply-chain-jaishankar-on-trade-with-china/articleshow/116016681.cms
Grapevine Saves The Oncology Institute Millions On Healthcare Supplies,Proof that Digital Transformation and Smarter Supply Chains Can Massively Cut Costs Proof that Digital Transformation and Smarter Supply Chains Can Massively Cut Costs,GlobeNewswire,2024-11-21T12:00:00Z,https://www.globenewswire.com/news-release/2024/11/21/2985071/0/en/Grapevine-Saves-The-Oncology-Institute-Millions-On-Healthcare-Supplies.html
Emerging Trends in Spend Management Shaping 2025,"We've identified key trends in spend management for 2025, including AI-driven procurement, process orchestration, and new leadership.",Sap.com,2024-12-09T12:15:00Z,https://news.sap.com/2024/12/emerging-2025-trends-spend-management/
Behind The Virginia-Class Submarine Nightmare,"America is in a shipbuilding crisis. The Navy has all these grand ambitions for building new platforms, whether the Gerald R. Ford-class aircraft carriers or the Virginia-class attack submarines. Yet, the shipbuilding crisis is most pronounced in the area of …",The National Interest ,2024-12-02T16:06:04Z,https://nationalinterest.org/blog/buzz/behind-virginia-class-submarine-nightmare-213946
Indian Businesses Shouldn't Be...: S Jaishankar On Trade With China,"Indian businesses should take a ""balanced"" approach in dealing with China as excessive dependence on its supply chain could be detrimental to India's national interest, External Affairs Minister S Jaishankar said on Thursday.",NDTV News,2024-12-06T00:37:08Z,https://www.ndtv.com/india-news/indian-businesses-shouldnt-be-excessively-dependent-on-one-supply-chain-s-jaishankar-on-trade-with-china-7183060
EU Nears Finish Line on Trade Deal With South American Bloc in an Effort to Deal Blow to China,"It’s unlikely to do much vis-à-vis China, but will be bad news for the environment and majority of Europeans already reeling from Ursula’s other strategic “victories.”",Nakedcapitalism.com,2024-11-27T11:00:50Z,https://www.nakedcapitalism.com/2024/11/eu-nears-finish-line-on-trade-deal-with-south-american-bloc-in-an-effort-to-deal-blow-to-china.html
"An Post expecting 350,000 parcels from UK in 24 hours as retailers deal with Holyhead closure",An Post will be delivering up to Christmas Eve all parcels received by 21 December.,TheJournal.ie,2024-12-13T10:50:45Z,https://www.thejournal.ie/an-post-uk-parcels-350000-6570979-Dec2024/
New Salmonella Rules Could Kill Small Farms,Big Chicken wins while small farmers and processors face costly regulations—and consumers remain at risk.,Reason,2024-12-06T23:57:15Z,https://reason.com/2024/12/07/new-salmonella-rules-could-kill-small-farms/
Inflation global challenge; restoring normalcy top priority: FM Nirmala Sitharaman,India's finance minister called for global peace and dialogue.  She highlighted the economic impact of conflicts.  Supply chain disruptions and inflation are key concerns.  Sitharaman emphasized aligning economic and political strategies.  She advocated for s…,The Times of India,2024-12-11T18:39:24Z,https://economictimes.indiatimes.com/news/economy/indicators/inflation-global-challenge-restoring-normalcy-top-priority-fm-nirmala-sitharaman/articleshow/116224176.cms
